序号,诉求内容
14249,"市民反映疫情期间在减河北岸钓鱼存在安全隐患问题。市民反映，通州区通湖大街武夷花园北侧减河河边北岸有人钓鱼，前天（2020年4月6日），大前天都有人钓鱼，此情况从去年冬天就存在，尤其最近五天钓鱼的人比较多，其想了解钓鱼是否影响水质，钓鱼的人万一吸烟喝水的时候没有带口罩，造成疫情传播怎么办，今天市民没有去现场，不清楚是否有人钓鱼，来电反映疫情期间在减河北岸钓鱼存在安全隐患问题。注：市民不需要回复。经与区水务局核实,此问题属于市水务局管辖,建议市中心转派市水务局处理。谢谢"
13638,市民反映饮用水污染问题。市民反映，昌平区阳坊镇西贯市村和东贯市村之间有南水北调的工程河，河是北京市市民的饮用水的河，通往北京的水库，河东面有一个北京玉翅通达赛鸽养殖中心，位于东贯市村村西，养殖场距离饮用水河20、30米左右，每天上午6:00——9:30分之间都有鸽子在河水上方飞，鸽子的粪便会排入河中，造成水污染，市民认为这种行为应该尽快制止，疫情期间也是对市民的不尊重，来电反映饮用水污染问题。注：请及时向反映人反馈办理情况。
12937,市民反映永定河引水渠被污染问题。市民反映，自己等人以前经常到海淀区甘家口街道的八一湖游泳，后来八一湖不让游泳了，自己等人就转到了八一湖南门的永定河引水渠里游泳，市民称，这条大水渠被污染的非常严重，8月1日自己等人赶到这条水渠的时候，水渠上漂着大便，河水是臭的，河里还有很多死鱼，8月2日自己再次来到永定河引水渠，水面上的大便虽然没有了，但是河水里却漂着一层死鱼，这些鱼里有很多都是小鱼苗，如果不是因为河水被污染的太严重了，这些鱼苗不会被呛死，来电反映永定河引水渠被污染问题。注：请及时向来电人反馈办理情况。工单流转：海淀区退回：市属河流，非区级管辖。
14048,市民反映永定河引水渠里有人在游泳的问题。市民反映，海淀区西三环玉渊潭公园南门的永定河引水渠里有很多人在游泳，市民刚发现，来电反映永定河引水渠里有人在游泳的问题。注：请及时反馈来电人办理信息。
13569,市民反映游商问题。市民反映，怀柔区京密引水管理处的怀柔水库大坝上每天18:00-22:00之间有大概十几个摆地摊的，卖什么的都有，主要是各种小吃，不清楚持续多长时间了，6月7日刚发现的，大坝上不让车行驶，只能步行过去，来电反映游商问题。注：请及时向来电人反馈办理情况。注：怀柔水库大坝摆摊问题建议转区水务局办理注：京密引水渠管理处，转市水务局
14203,市民反映游泳问题。市民反映，在白天时间，尤其是下午3：00、4：00时候，有很多老年人在海淀区颐和园南如意门的长河里游泳，市民称此地是不允许游泳的，影响也不好。来电反映游泳问题。注：请及时向来电人反馈办理情况。注：经与北京市公园管理中心核实，市民所诉长河在公园外，不在公园管辖权限，建议转市水务局河湖管理处办理。
13916,市民反映有人在河中游泳的问题。市民反映，海淀区西北旺镇亮甲店西站公交站北侧紧邻处有一条无名河，河中有人在游泳，存在安全隐患，并且该河还是饮用水河，来电反映有人在河中游泳的问题注；请及时向来电人反馈办理情况。注：经核实：请平台协转京密引水渠管理处核实处理，谢谢。 
14114,市民反映御河有人游泳的问题。市民反映，海淀区颐和园南如意门外南侧紧挨着的御河，现在（13:50分）有人在游泳，有几十个人，来电反映御河有人游泳的问题。注：不需要回复。注：海淀区：来信人您好，您反映的信件，水务局 进行了调查，并答复如下：昆玉河权属于市河湖管理处，颐和园权属于市公园管理处。昆玉河游泳请转市河湖管理处调查处理。
13087,"市民反映栽种柳树无人打理浇水导致死亡。市民反映，凉水河马驹桥段，河南岸在春天的时候栽种了很多的柳树，大概能用两公里的长度，但是这么长时间了一直没有人搭理浇水，树木都已经死亡了，栽的树都白栽了，河对面是亦庄的管理区，树木都已经长大了，但是马驹桥这边就都死亡了，浪费资源，来电反映栽种柳树无人打理浇水导致死亡的问题。注：请及时向来电人反馈办理情况。工单流转：马驹桥镇:针对此问题,马驹桥镇核实,市民反映栽种柳树无人打理浇水导致死亡。经响应市民,市民诉求点位为凉水河南堤,属地核实由凉水河管理处管辖,建议转派凉水河管理处核实处理。"
14228,市民反映在草坪上烧烤不合理的问题。市民反映，在丰台区南苑乡榴香桥下面的草坪上有很多人在烧烤，这些人还乱扔垃圾还不带I口罩。市民称现在是疫情期间不戴口罩很危险，希望相关部门尽快处理此事，来电反映在草坪上烧烤不合理的问题。注：请及时向反映人反馈办理情况。经我区水务局核实：经我局下属单位丰台区河道管理一所核实，工单所述位置为凉水河，凉水河属于市属河道，建议转北京市凉水河管理处协调办理。
14186,市民反映在草坪上烧烤不合理的问题。市民反映，在丰台区南苑乡榴香桥下面的草坪上有很多人在烧烤，这些人还乱扔垃圾还不带I口罩。市民称现在是疫情期间不戴口罩很危险，希望相关部门尽快处理此事，来电反映在草坪上烧烤不合理的问题。注：请及时向反映人反馈办理情况。经我区水务局核实：经我局下属单位丰台区河道管理一所核实，工单所述位置为凉水河，凉水河属于市属河道，建议转北京市凉水河管理处协调办理。注：经北京市凉水河管理处核实：非北京市水务局权属，建议转派至丰台园林部门。注：经核实，所反映点位榴乡桥下，榴乡路东侧凉水河南侧此点位属国有土地应属大红门街道管理非我乡管辖，请转大红门街道处理。注：非我街道管辖，请转至南苑乡。2020年4月19日16:38分16549号回拨市民：13301268585，与市民核实问题是否存在，市民表示此问题是长期存在的
13956,市民反映在京密引水渠游泳的问题。市民反映，现在（2020年5月14日13:50）在颐和园南如意门西边的京密引水渠内有很多人在游泳，自己近两个礼拜到颐和园都看见了这种情况，也没人管，市民表示，这是老百姓喝水的引水渠，怎么有人游泳也没人管，来电反映在京密引水渠游泳的问题。注：请及时向来电人反馈办理情况。
14100,市民反映在饮用水河段内游泳的问题。市民反映，海淀区颐和园南如意门西侧顺南墙向西200-300米的河段是饮用水河段，近几天每天早上8点左右都有3-5个人在游泳，连续3-4天时间了，该问题应该不归公园管理处管，应该归区水务局管，而且咨询过水务局的人说是不允许游泳，来电反映有人在饮用水河段内游泳的问题。注：请及时向来电人反馈办理情况。注：海淀区：来信人您好，您反映的信件，水务局 进行了调查，并答复如下：昆玉河权属于市河湖管理处管辖。请转市河湖管理处调查处理
13244,市民反映治理河流环境问题。市民反映，在海淀区北下关街道西直门高粱桥下的河流，河面的矿泉水瓶子和烟头特比多，两窝鸭子和鸳鸯现在还剩一窝，鸳鸯已经没有，来电反映治理河流环境问题。注：市民不需要回复。您反映的信件，水务局 进行了调查，并答复如下：经核实为市河湖管理处管辖理的河道，请转市河湖管理处调查处理。非区级，请市级另转市河湖管理。
14173,"市民反映治理露天烧烤。市民反映，通州区西集镇侯各庄村潮白河处有人在露天烧烤，烧烤垃圾遍地扔，问题又出现了，城管只是来劝走，但是也不罚，来电反映治理露天烧烤。注：请及时向反映人反馈办理信息。注：西集镇:此处属于北京市水务局潮白河管理处管辖,建议转派该单位,如有需要我单位将积极形式属地职责,配合做好相关工作"
14163,市民反映左安门西滨河路停车秩序问题市民昵称：滕飞ETPHOTOS  微博来源：新浪微博市民原文：昨天接媳妇下班，不小心开过了，然后跟着导航走了左安门西滨河路。我了个大擦，本来是一边停车位，一边行车道，最后两边都停满了车。我开过去时候，雷达几乎全程在响。然后两侧车辆也都是伤痕累累~  ~~~~~北京12345 以及~~~~~高德地图 还是建议车辆别走这里了…… ？？？？市民反映问题内容：市民反映，丰台区左安门西滨河路原本一边是停车位，一边是行车道，现在最后两边都停满了车，严重影响出行，故发微博反映左安门西滨河路停车秩序问题。微博回复内容：用户设置无法回复微博链接：https://weibo.com/1719156677/ICuMWePEL?ref=atme&rid=13_0_0_2667295594185312783_0_0_0&pcfrom=msgbox&type=comment#_rnd1586420440173微博发布时间：4月9日10：34加V认证：否注：经市中心与市交管局核实---针对发件人反映的问题，经我局东城交通支队核查，左安门西滨河路为河湖道路，不属于市政道路，该道路由北京市水务局河湖管理处管辖。此件建议转北京市水务局河湖管理处办理。烦请分中心核实处理，谢谢！
13579,市民告知有企业非法盗取上百万吨的自来水，但是不愿意告知具体地址和企业名称。
12763,"市民河道内水草丛生。市民反映通州区，运潮减河，现在河道内水草丛生，影响河道内生态平衡，水草现象市民表示19:07分发现，以前河道内未出现大面积水草。来电反映河道内水草丛生。注：请及时向来电人反馈办理情况。工单流转：通州区退回：区水务局:运潮减河打捞水草由北运河管理处负责,建议转市水务局北运河管理处处理。"
13785,"市民核实京杭运河水位下降的原因问题。市民反映，在通州区潞城镇大营村南侧京杭运河，这两天发现水位明显下降，不清楚原因，导致很多臭泥死鱼都裸露在外，来电核实京杭运河水位下降的原因问题。注：请及时向来电人反馈办理情况经核实,该工单反应的河段属于北运河管理处管辖。烦请市中心转派市水务局。"
14224,市民建议护城河巡视人员加强巡视。市民反映，西城区广安门护城河，市民称护城河健步走步道因为清明祭扫有烧纸的，将步道烧黑了。来电建议护城河巡视人员加强巡视。注：市民不需要回复。注：经白纸坊街道核实，关于建议护城河巡视人员加强巡视问题，护城河非区属管辖，应由河湖管理处管理，非区属。
14307,市民举报露天烧烤问题。市民反映，丰台区大红门街道南四环榴香桥桥底绿化带有人露天烧烤，大概一桌4到5个人，大概有3到4桌，自己半个小时前看到的，不清楚现在是否有现场，表示影响环境，希望处理，来电举报露天烧烤问题。注：请及时向来电人反馈办理信息。经我区水务局核实；经我局下属单位河道管理一所核实，工单所述位置属于凉水河范围内，凉水河是市管河道，请市中心转市水务局凉水河管理处办理处理 谢谢
8513,市民来电反映朝阳区平房镇平房乡天鹅湖社区景悦家园小区，德利中天物业，私自往市政管线排放污水，并没有办理排水许可证。（此件为水务便民热线工单，无论是否权属，均需电话告知反映人，并提交电话录音。）
14020,"市民来电反映非法钓鱼的问题，市民反映，通州区漷县镇往北大运河（边上有个水务站），昨天自己经过这里看到在这有大概100多人非法钓鱼，还把垃圾往水里扔，造成环境污染，希望职能部门能够治理一下，市民来电反映非法钓鱼的问题。注：市民不需要回复区水务局:经核实,该市民反映的问题应为榆林庄闸管理所负责,建议市中心转北京市水务局北运河管理处榆林庄闸管理所,烦请市中心核实后转派北京市水务局处理!"
8424,市民来电反映丰台区花乡高立庄南路，有围挡里接水管往雨水箅子里排放清水，排的都是清水太浪费水资源了。（此件为水务便民热线工单，无论是否权属，均需电话告知反映人，并提交电话录音。）
6309,市民来电反映海淀区元大都遗址公园中轴路桥下有排污口排放白色液体情况。（此工单为水务便民热线工单，无论是否权属，均需提交电话录音。）
13828,市民来电反映涵洞水变脏污染护城河问题。市民反映，海淀区西三环蓟门桥和西阜成路交汇处有一条护城河，有两个涵洞往护城河注水，其中有一个涵洞的水都变成蓝灰色的，非常脏，而且水量还特别大，把整个护城河都给污染了，严重影响护城河生态环境，来电反映涵洞水变脏污染护城河问题。注：请及时向来电人反馈办理信息。来信人您好，您反映的信件，水务局进行了调查，并答复如下：经核实护城河权属于市河湖管理处管辖。请转市河湖管理处调查处理。请市级另转市河湖管理处。
13656,市民来电反映河道内垃圾无人清理问题。市民反映，自家住在朝阳区管庄地区双柳北街朝阳旺角小区一区，从双桥往东的通惠河的河道内有垃圾无人清理。市民来电反映河道内垃圾无人清理问题。注：请及时向来电人反馈办理情况。
13279,市民来电反映河水恶臭的问题，市民反映在海淀区广济桥南侧的河水里现在不知道什么原因，河里恶臭的味道，市民称平常河里都是很清澈的，但是现在恶臭，不清楚什么原因，希望尽快处理，来电反映河水恶臭的问题注：请及时向反映人反馈办理情况。注：来信人您好，您反映的信件，水务局 进行了调查，并答复如下：经核实广济桥下面的河道名为小月河权属于市河湖管理处管辖。请转市河湖管理处调查处理
14124,市民来电反映护城河水质被污染散发臭味的问题。市民反映，在西城区白纸坊大观园桥到陶然亭桥这段距离有一条护城河，也有专门负责的河长，但是现在这条河治理的并不好，水质被严重污染，水草都在水里腐烂，散发出臭味，就只有两个工人在那里捞，根本捞不完，因为附近会有很多的老人来这里遛弯，这是很影响环境的，来电反映护城河水质被污染散发臭味的问题。注：请及时向来电人反馈办理情况。注：经北京蓟城山水投资管理集团有限公司核实:水域非区级管辖，请市中心转市河湖管理处进行处理。
13411,"市民来电反映减河步道管理的问题。市民反映，在通州区耿庄桥减河两侧有人行步道共人锻炼行走的，本来就是人步行的地方，但是现在却都是人，而且这里没有垃圾桶和公共卫生间，这里的人都是随地乱扔垃圾和随地便溺，非常的影响环境，来电反映减河步道管理的问题。注：请及时向来电人反馈办理情况。注：不在区管辖范围,请转派市水务局"
14066,市民来电反映清理杨柳絮。市民反映，其家住在怀柔区怀北镇东庄村，东庄村南侧的京密引水渠两侧有很多杨树，现在有很多杨柳絮，市民向镇政府反映，希望清理杨柳絮，但是镇政府说不清楚那管，来电希望帮助清理杨柳絮。注：请及时向来电人反馈办理情况。注：经现场核实，市民反映的杨树属于京密引水渠管理处，属于北京市水务局管理范围，不属于怀北镇管辖。
14338,市民来电反映水渠旁很多钓鱼的问题。市民反映，海淀区上地街道的密云引水渠（树村闸附近）每天都有很多钓鱼的，市民表示疫情期间这样不安全，并且这条水渠旁边也有告示牌写着不允许钓鱼，但是还是有很多钓鱼的。来电反映水渠旁很多钓鱼的问题。（请及时向来电人反馈办理情况）
14339,市民来电反映水渠旁很多钓鱼的问题。市民反映，海淀区上地街道的密云引水渠（树村闸附近）每天都有很多钓鱼的，市民表示疫情期间这样不安全，并且这条水渠旁边也有告示牌写着不允许钓鱼，但是还是有很多钓鱼的。来电反映水渠旁很多钓鱼的问题。（请及时向来电人反馈办理情况）
14340,市民来电反映水渠旁很多钓鱼的问题。市民反映，海淀区上地街道的密云引水渠（树村闸附近）每天都有很多钓鱼的，市民表示疫情期间这样不安全，并且这条水渠旁边也有告示牌写着不允许钓鱼，但是还是有很多钓鱼的。来电反映水渠旁很多钓鱼的问题。（请及时向来电人反馈办理情况）
4415,市民来电反映西城区宣武交通大队河岸向南100米，有一个红色高楼的出水口日夜往凉水河里排白色泡沫，一定要到河道下边查看。（此工单为水务便民热线工单，无论是否权属，均需提交电话录音）
13658,"市民来电反映希望治理河道问题。市民反映，在通州区榆景苑1区小区北边一条河，排污越来越严重非常臭，水务局也不处理，很影响生活，希望有关部门能及时处理。注：经核实,该市民反映点位为小场沟,该处不是非法排污。因前日大雨导致朝阳区污水混合垃圾一并往下游冲击流入小场沟并且市水务局建管中心所建设的小场沟闸在温榆河入河处搭建围堰导致水不畅通,存积在小场沟所致。建议市中心转市水务局处理。注：经我局承办单位核实，小场沟入温榆河口处搭建围堰（临时性围护结构）已于2020年5月28日汛前拆除，河口水流现已恢复畅通，目前该水域水质情况良好。诉求人6月3日反映的小场沟水臭问题，非北京市水务局权属，此河道属于区管河道，建议转派至通州区水务局办理，电话：69544658。注：区水务局:请市局与建管中心仔细核实,围堰于汛前未拆除,其于降雨后才拆除,导致污水无法排除。目前温榆河水位高,小场沟污水已无法排除。该问题在发生的第一时间,我区河长办已上报市水务局,请市局确认。"
13968,市民来电反映协调降噪问题，市民反映，家住海淀区学清院小区的居民小区东边紧挨着学清路小月河，入夏之后每一个月河道管理处都会有两到三天早上6.30在河边除草，机器声音非常大，希望能更改除草时间。来电反映协调降噪问题。来信人您好，您反映的信件，水务局进行了调查，并答复如下：小月河及其附属设施权属于市河湖管理处管辖为市级部门。请市级转市河湖管理处调查处理
12955,市民来电希望清理河面异物的问题。市民反映，在海淀区玉渊潭公园的河里，飘着好多白色的异物，向是垃圾，还有白沫，自己觉得不合理，影响环境，来电希望清理河面异物的问题。注：请及时向来电人反馈办理信息。注：玉渊潭属市属公园，请市级另转工单流转：北京市公园管理中心回复：经电话与诉求人核实，市民所诉河面为公园外昆玉河河道，不在公园管辖范围，建议转河湖管理处办理
14094,市民来电希望统一灭蚊。市民反映，自家住丰台区西罗园街道角门东里小区10号楼，小区东侧凉水河及北侧马草河河边有很多蚊子，遛弯时很不方便。来电希望统一灭蚊。注：请及时向来电人反馈办理情况。注：经核实，来电人反映点位凉水河及马草河河边属于凉水河管理处和马草河管理处管理管理范围，非西罗园街道管辖范围，请转凉水河管理处和马草河管理处处理。
14323,市民来电希望治理郡长安小区北侧通惠河河边道路蚊子。市民反映，自家住在朝阳区三间房地区水郡长安小区，小区北侧是通惠河，河边道路有很多蚊子，居民出去遛弯蚊子都撞脸，已经持续一段时间了，一直无人处理，故来电希望相关部门帮助治理郡长安小区北侧通惠河河边道路蚊子。注：请及时向来电人反馈处理情况。注：朝阳区回复：该处属于通惠河，属于市管河道，建议转市水务局。区水务局 
3011,市民来电咨询，市民家在朝阳区黑庄户乡双树村，家外边就是大稿沟，平时没有水，杂草丛生环境比较差，现在在市水务局官网看到北京市河道生态环境检查合同公告，在竞争性磋商文件中看到检查范围包括大稿沟的通州区梨园镇大稿村段和朝阳区、通州区东旭新村-通马路桥下段，想咨询为什么双树村这段环境差的地方没有检查？
5476,市民来电咨询市属河道都有哪些，市属河道是否都可以滑皮划艇。（此工单为水务便民热线工单，无论是否权属，均需提交电话录音。）
1128,市民头条昵称：段seociean来源：今日头条市民头条原文：看看南四环这段滨河路吧 哪能骑车啊？水都没过路面 退下去也是一滩烂泥 臭气熏天~~~~~北京日报客户端 还是调查清楚再发文章吧，现在吹凉水河线路有点早，沿途很多地方环境还很差！做景点，还有很长的路要走呀，努力吧！！！第一个路线中，什么时候河滨人车不混流才是硬件具备了。市民诉求点：网民认为凉水河河滨绿道环境需进一步提升市民反映问题内容：市民反映，近日，《北京日报》报道丰台区4条休闲绿道景色宜人，网民点赞我市绿色休闲空间建设成效不断显现的同时，也有头条用户“智慧天鹰”“段seociean”“生活中的擀面杖”等反映，“凉水河部分滨河路段，水没过路面退下去后是一滩烂泥，臭气熏天”“滨河道路人车不分流”“做景点还需要很长的路要走”。故网民认为凉水河河滨绿道环境需进一步提升问题。注：今日头条工单处理结果将通过头条评论或私信方式回复市民。头条回复内容：无链接：https://www.toutiao.com/article/7208488190574133800/?app=news_article&timestamp=1678601275&use_new_style=1&req_id=20230312140755A945E7E635A6282F5660&group_id=7208488190574133800&wxshare_count=1&tt_from=weixin&utm_source=weixin&utm_medium=toutiao_android&utm_campaign=client_share&share_token=c30236ab-a385-486d-b926-95d14c044816&source=m_redirect&wid=1678706563819发布时间：3月9日加V认证：否【注：烦请承办单位第一时间反馈，此情况要向市委网信办报送。】
8083,市民微博原文：#爱北京爱身边的一草一木# 十多天过去，圆明园之北的清河河段，河面依然满是漂浮物，水体黑臭！不知水务部门对水质是否有检测？有无历年水质的数据表？~~~~~北京12345  L岩白衣的微博视频 2北京 ？？？？========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否微博链接：https://weibo.com/6913320177/KqugBwOEM?ref=atme&rid=8_0_0_6666128365521807578_0_0_0&pcfrom=msgbox&type=comment注：视频地址：http://t.cn/A6fB0Jsd?m=4663128777821224&u=6913320177
14233,市民微博原文：~~~~~北京12345 ~~~~~北京人不知道的北京事儿 ~~~~~北京生态环境 ~~~~~北京朝阳  龙潭湖公园旁边的护城河太久没有清理，杂草丛生垃圾好多，天暖蚊虫滋生，对防疫防灾非常不利，需要立即清理 ？？？？=========================================注：此单为新浪微博简易工单，内容为网民原文，市中心未做整理。工单来源：新浪微博加V认证：否地址：东城区龙潭街道龙潭路8号龙潭湖公园旁边的护城河
9469,市民微博原文：~~~~~北京12345 ~~~~~北京人捍卫北京城 大家伙看看，这是趁着夜色偷排污水呢是吗？西土城小月河这，排水口往南，一如往常的清澈。排水口往北浑浊一片。倒是没有什么奇怪的味道。 2北京·中国政法大学(学院路校区) L我姓張名不說的微博视频 ？？？？北三环蓟门桥，西土城沟，我们这就叫小月河。桥北侧大这个排水口这。旁边是公园。河边一看就能看见，常年流水。但是流白水我还是头一次看见。白天就恢复正常了=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否链接：https://weibo.com/1547450990/KdXp2sKW1?from=page_1005051547450990_profile&wvr=6&mod=weibotime&type=comment#_rnd1620217041434
8516,市民微博原文：~~~~~北京12345 ~~~~~京环之声 ~~~~~平安北京 ~~~~~平安北京朝阳 通惠河国贸桥下，这个是肿么了？ L圣西罗混凝土的微博视频 ？？？？=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博加V认证：否链接：https://weibo.com/1676485003/KlMRcyEYD?ref=atme&rid=3_0_0_4805940345497380675_0_0_0&pcfrom=msgbox&type=comment#_rnd1624589989119
11869,市民微博原文：八里桥地铁站东北出口垃圾太多了。========================================= 注：此单为新浪微博简易工单，内容为网民原文。 工单来源：新浪微博 是否加V：否 注：经朝阳区核实，反映的垃圾在通惠河南侧绿化带内，该绿化带属于北京市北运河河道管理处管理。
11028,市民微博原文：冰冻河面垃圾袋 影响市容 顺手拍了几张照片 供参考朱各庄路和万寿路交叉口的永定河引水渠=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否链接：无注：经与海淀区了解，烦请另转市河湖管理处。
11268,市民微博原文：丰台区右安门外凉水河桥边   有渣土车夜间倾倒渣土========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博加V认证：否注：经联系丰台区，凉水河属于市管河道，非我局管理范围，建议转北京市河道管理处办理
9047,市民微博原文：蓟门桥北侧小月河（西土城沟）排水口，上次晚上排污让我看见了，水白花花一片。这次大白天又让我看见了。已经~~~~~北京12345 反应过一次，为什么没下文了？而且还在排污？这白色的东西是什么？有没有害？合不合法？~~~~~北京12345 ~~~~~北京12345 ~~~~~北京12345 O网页链接 ？？？？=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否链接：https://weibo.com/1547450990/Kg33Xm3zt?type=comment
12762,市民微博原文：凉水河亦庄通州段 去年清澈见底 今年水草泛滥 混浊脏污 到处可见死鱼 希望凉水河相关负责部门组织今年的清理=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否
9875,市民微博原文：马家堡这的护城河水快干了，肉眼可见小鱼们在里面拼命挣扎，谁来救救它们，龙王吗？~~~~~北京人不知道的北京事儿 ~~~~~北京12345 2北京·马家堡 L凡熙之间的微博视频 ？？？？。谢谢您的回复，地址在地铁四号线马家堡站A口，往北200左右的地方=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否链接：https://weibo.com/1373841377/KaddQ4Yaf?pcfrom=msgbox&type=comment
11128,市民微博原文：每晚垃圾渣土倾倒右安门外河边  严重污染环境=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否微博链接：无注：https://upload.api.weibo.com/2/mss/msget?fid=4581637720915624&source=209678993&imageType=origin&ts=1607836378855https://upload.api.weibo.com/2/mss/msget?fid=4581637780676222&source=209678993&imageType=origin&ts=1607836387362注：经丰台区水务局核实，该工单反映的右安门外河边为凉水河，凉水河属市管河道，非我局权属，建议转派北京市河道管理处办理。
10642,市民微博原文：你好，丰台区西铁营万达广场北侧凉水河北岸疑似有排水口排放污水，请帮忙检查。=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V ：否微博链接：无
8908,市民微博原文：您好 有树木已经高过高压线的高度了，下雨是否存在隐患 沿着清河路走，在贝纳利摩托车销售店附近    沿着这条路走，往河边看就能找到=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V ：否微博链接：无注：经与海淀区核实，来信人您好，您反映的信件，水务局进行了调查，并答复如下：经核实清河及其附属设施权属于北京市东水西调管理处管辖。请转北京市东水西调管理处调查处理。
12120,市民微博原文：太阳宫附近的西坝河鱼类大量死亡，建议看看水质是不是有问题，在太阳宫南街与坝河交汇的桥下，详见附件=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V ：否微博链接：无
8517,市民微博原文：通惠河出现大量雪花状漂浮物~~~~~北京12345 地点：国贸桥往南300，通惠河河段。 2北京·通惠河北路 ？？？？=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博加V认证：盈科律师事务所北京总部高级合伙人 王贝贝律师链接：https://weibo.com/1804926993/KlMEK6zkw?ref=atme&rid=3_0_0_2656596126251560414_0_0_0&pcfrom=msgbox&type=comment#_rnd1624587906966
12280,市民微博原文：有关充分利用自生树种的疑问：河边的绿化，是由河湖管理部分的绿化部门负责么？以前看到玉渊潭南门到木樨地桥段，河边绿地拔草时，会将自生的各种植物全部拔除，不知现在是否有调整？河边自生的桑树、榆树等乔木，生长速度快，生命力强，能否考虑适当保留，也不用人工种植乔木，还得总关心长势情况，可以节约绿化经费，绿化效率更高，特此建议。=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否
12336,市民微博原文：有关充分利用自生树种的疑问：河边的绿化，是由河湖管理部分的绿化部门负责么？以前看到玉渊潭南门到木樨地桥段，河边绿地拔草时，会将自生的各种植物全部拔除，不知现在是否有调整？河边自生的桑树、榆树等乔木，生长速度快，生命力强，能否考虑适当保留，也不用人工种植乔木，还得总关心长势情况，可以节约绿化经费，绿化效率更高，特此建议。=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：新浪微博是否加V：否
8231,市民微博原文：圆明园北面的清河河段，往年河水清沏见底，野鸭成群；今年的水质很差，混浊不堪，河面上整天飘着清理不净的草碎屑。几个月观察下来，发现跟今年换了这种半自动的水草收割机密切相关，水草天天割、天天长，草屑滋养下水质肥沃草生长得更快！恶性循环！野鸭群再也看不见了！在河道两岸散步经常会有浓浓的臭味！能否请相关部门重视起来#随手拍# ~~~~~北京12345 ~~~~~北京人不知道的北京事儿 ~~~~~北京人关心北京事儿 2北京 L岩白衣的微博视频=========================================注：此单为新浪微博简易工单，内容为网民原文。工单来源：微博是否加V ：否微博链接： https://weibo.com/6913320177/KoGMzpHHY?ref=atme&rid=6_0_0_4807347677514261094_0_0_0&pcfrom=msgbox&type=comment注：视频地址：http://t.cn/A6fOsHop?m=4658843316126218&u=6913320177
12733,市民希望解决护城河河水快干问题。市民反映，东城区安定门立交桥桥下的护城河河水都快干了，鱼都有死的了，来电希望解决护城河河水快干问题。注：请及时向来电人反馈办理情况。工单流转：东城区退回：经安定门街道工作人员核实，水务局职责之一是负责本市河道、水库、湖泊、堤防的管理与保护工作，该市民反映护城河干旱问题，建议派至北京市水务局处理。
13710,市民希望清理道路上的树杈子的问题。市民反映，顺义区怀昌路寺上桥往东200米路北的地上有很多的树杈子，市民表示这边有很多的柳树，前几天刮风掉落下来，已经清理过，但是没有完全清理干净，导致很多公交车的车辆被划，也造成行车安全，来电希望清理道路上的树杈子的问题。注：请及时向反映人反馈办理情况。顺义区核实，该怀昌路为市级公路，路两侧林木也属该条公路，不在北石槽镇政府管理范围。建议派往北京市水务局京密引水渠李家史山管理所。 
13455,市民希望清理绿地里的垃圾。市民反映，丰台区洋桥路口东三环路外东安马路东侧，从京华饭店西墙外一直向南延伸600米绿地里边垃圾很多，没有家人清理，来电希望清理绿地里的垃圾。注：请及时向来电人反馈办理情注：经核实，来电人反映点位西罗园南里已超出西罗园街道管辖权限，请转派至大红门街道。\n注：经核实，此点位超出我街道管辖范围，转派河道管理处。注：经我区大红门街道核实：电话和反映人核实，反映人反映点位为凉水河东侧道路，应由河道保洁管理，建议市中心转北京市河道管理处核实处理，谢谢。
13544,市民希望治理莲花河的问题。市民反映，自家在丰台区大红门街道莲花河东路嘉莲苑小区，小区正门西侧是莲花河，前几年这个河水是臭的，近几年稍有好转，但河水还是黑色的，每次一到夏天就会滋生很多蚊蝇，很影响周边居民正常生活，希望有关部门帮助处理一下，来电希望治理莲花河的问题。注：请及时向来电人反馈办理情况。  注：经我区水务局核实：经我局下属单位丰台区河道管理一所核实，工单所述位置为莲花河，属于市管河道，建议转北京市凉水河管理处办理
14023,市民咨询工程进展的问题，市民反映，房山区琉璃河镇窑上村，有一条通往大兴区左堤路的兴窑路，这条路正在进行断路道路施工，原先自己每天都要经过这条路，自己想要咨询这个施工修路什么时候能够完成，故来电咨询工程进展的问题注：属于永定河施工项目，建议转北京市水务局核实处理。
